ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,BaseAnnotation,BaseAnnotator,BaseComment,Coverage,OneToThirty,BaseInSource
numerals-aoua1234-1,"Bigong Gelao (A'ou), China",aoua1234,A'ou,aou,Eurasia,26.8,105.85,Tai-Kadai,decimal,Eugene Chan,"This Gelao language is only spoken by about 10 families in Bigong and Maocao villages at the intersection between Anshun City and Liuzhi Special Zone. This language is also called 'Zhou Lei'. There are only a few old people can speak this language now. Bigong Gelao, the number one has two forms, sɿ55 and se55, se55 is only used in number 11, the Gelao numerals are generally used with a classifier. The Gelao language belong to A'ou group, and is not mutually intelligible with other Gelao languages.",0.24691358024691357,1.0,
numerals-aoua1234-2,"Pudi Gelao (A'ou), China",aoua1234,A'ou,aou,Eurasia,26.8,105.85,Tai-Kadai,decimal,Eugene Chan,"Pudi Gelao has a deciaml system. This Gelao language belong to A'ou group, and is not mutually intelligible with other Gelao languages. There might be still 1,500 Pudi Gelao speakers living in Pudi Township, Dafang County in Guizhou Province.",0.24691358024691357,1.0,
numerals-apal1255-1,"Ambul (Apalik), Papua New Guinea",apal1255,Apalik,apo,Papunesia,-6.29002,149.96,Austronesian,quinary,Russell Barlow,Apalik or Ambul has a traditional quinary system of counting. The language is better called ‘Atui’.,0.08641975308641975,0.4482758620689655,
barlowpacific-apal1255-1,Palik,apal1255,Apalik,apo,Papunesia,-6.29002,149.96,Austronesian,quinary,Russell Barlow,,0.06172839506172839,0.3448275862068966,
barlowpacific-apal1255-2,Ambul - Ayuvet village,apal1255,Apalik,apo,Papunesia,-6.29002,149.96,Austronesian,quinary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
barlowpacific-apal1255-3,Ambul - Melenglo village,apal1255,Apalik,apo,Papunesia,-6.29002,149.96,Austronesian,quinary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
barlowpacific-apal1255-4,Ambul - Asepsep village,apal1255,Apalik,apo,Papunesia,-6.29002,149.96,Austronesian,quinary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
barlowpacific-apal1255-5,Ambul - Ambonge village,apal1255,Apalik,apo,Papunesia,-6.29002,149.96,Austronesian,quinary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
numerals-apal1256-1,"Apali, Papua New Guinea",apal1256,Apali,ena,Papunesia,-5.1727,145.023,Nuclear Trans New Guinea,binary,Russell Barlow,The Apali language has a digit-tally system up to twenty in traditional way. All numbers above 20 are referred to by the Tok Pisin / English loan words.,0.12345679012345678,0.6896551724137931,
barlowpacific-apal1256-1,Emerum,apal1256,Apali,ena,Papunesia,-5.1727,145.023,Nuclear Trans New Guinea,binary,Russell Barlow,,0.012345679012345678,0.06896551724137931,
numerals-apal1257-1,"Apalaí, Brazil",apal1257,Apalaí,apy,South America,1.49792,-54.7457,Cariban,,Eugene Chan,"The Apalaí people using Portuguese numbers beyond 10 because any thing else, though theoretically possible, is too cumbersome. They had a traditional counting up to twenty before, but The only old data we know of is the word for twenty is: pupu (foot) porehme (all). The literal translation is ""both feet"" which implies counting the fingers and toes. During our early years, the women especially said the counting was 1, 2, 3 and ""many"". The young people who are studying Portuguese, are writing the numbers using Portuguese spelling. The “r” is flapped, IPA [ɾ ]. The “y” is an “i” with a line through it, IPA [ɨ].",0.24691358024691357,1.0,
sand-Apatani,Apatani,apat1240,Apatani,apt,Eurasia,27.19,93.73,Sino-Tibetan,,Mamta Kumari,,0.7037037037037037,1.0,
numerals-apat1240-1,"Apatani, India",apat1240,Apatani,apt,Eurasia,27.1933,93.7284,Sino-Tibetan,,Eugene Chan,"Apatani is rich in classifier so the counting system largely dependent on the object both in cardinal and ordinal systems. However, here I have just given the basic cardinal numbers. The formations for the tensː 10, 20, 30, 40, 50, 60, 70, 80 and 90 in Apatani are different.",0.24691358024691357,1.0,
numerals-apia1248-1,"Apiaká, Brazil",apia1248,Apiaká,api,South America,-7.84711,-57.91,Tupian,,Eugene Chan,Apiaka is a nearly extinct language. Updated data need.,0.030864197530864196,0.1724137931034483,
numerals-apin1244-1,"Apinayé, Brazil",apin1244,Apinayé,apn,South America,-6.10774,-47.6315,Nuclear-Macro-Je,binary,Eugene Chan,The Apinayé people have only 1 to 2 as numbers in their language. They use Portuguese numbers now.,0.024691358024691357,0.13793103448275862,
numerals-apma1240-1,"Apma (Abma), Vanuatu",apma1240,Apma,app,Papunesia,-15.8559,168.189,Austronesian,quinary,Russell Barlow,"Apma or Abma or Central Raga has a quinary, decimal system.",0.24074074074074073,1.0,
barlowpacific-apma1240-1,Apma (spirit-being numerals) [from Gray (2013:92)],apma1240,Apma,app,Papunesia,-15.8559,168.189,Austronesian,quinary,Russell Barlow,,0.06172839506172839,0.3448275862068966,
barlowpacific-apma1241-1,Ap Ma (Yamen village),apma1241,Ap Ma,kbx,Papunesia,-4.35147,144.085,Keram,quinary,Russell Barlow,,0.08024691358024691,0.3793103448275862,
barlowpacific-apma1241-3,Kambot (from CSQs),apma1241,Ap Ma,kbx,Papunesia,-4.35147,144.085,Keram,quinary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
barlowpacific-apma1241-4,Kambot (Kambaramba village),apma1241,Ap Ma,kbx,Papunesia,-4.35147,144.085,Keram,quinary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
barlowpacific-apma1241-2,Botin,apma1241,Ap Ma,kbx,Papunesia,-4.35147,144.085,Keram,quinary,Russell Barlow,,0.030864197530864196,0.1724137931034483,
numerals-apuc1241-1,"Great Andamanese, India",apuc1241,Apucikwar,apq,Eurasia,12.241,92.7965,Great Andamanese,,Eugene Chan,"Great Andamanese only has three numbers. They do not use any mixed system now. As there are only eight speakers left and the younger generation switching to Hindi and other languages, they simply change the language and adopt it wholly. Please note that the following differences between traditional phonetic symbols used by Indian scholars and IPA transcriptionsː 1. j = IPA [ɟ], voiceless palatal plosive. 2. y = IPA [j], palatal Approximant.",0.018518518518518517,0.10344827586206896,
numerals-apur1254-2,"Apurinã, Brazil",apur1254,Apurinã,apu,South America,-8.21692,-66.7714,Arawakan,binary,Eugene Chan,"Apurinã has only two words for 'one' and 'two'. They can say three, four, five and six as combinations of one and two. They have tried to learn number concepts as adults and because there are no words for the numbers in Apurinã, they have to use the Portuguese words. It's essential for them to know numbers so that they can understand bills for purchase and debts that traders give to them. Otherwise they can be very easily cheated.",0.037037037037037035,0.20689655172413793,
numerals-apur1254-1,"Apurinã, Brazil",apur1254,Apurinã,apu,South America,-8.21692,-66.7714,Arawakan,binary,Eugene Chan,"Apurinã numeral system is being replaced by the decimal system from the Portuguese language. It's based on 2: 1= hãty (or ãy), 2= epi (or ipi), 3: hãty epi pakyny (where pakyny means 'plus'), 4= epi epi pakyny. Although some of the speakers my be induced to say epi epi hãty for '5', normally they would say hãty waku 'one hand'. Usually they don't count more than 3, sometimes 4. If induced they can keep over 5 using the 2 based system, but this does not seem to be natural to them and they soon get lost. More than three or for will just be 'many'. The variations in pronunciations are due to geographic distribution. ""y"" is the high central unrounded vowel = IPA [ɨ]. Since most Apurinã speakers also speak Portuguese, when they need to count more over 5 they use the numbers from Portuguese.",0.030864197530864196,0.1724137931034483,
numerals-aput1237-1,"Aputai, Maluku, Indonesia",aput1237,Aputai,apx,Papunesia,-7.84732,126.496,Austronesian,decimal,Russell Barlow,Aputai might have a decimal system. There are missing terms over ten.,0.08024691358024691,0.3793103448275862,
barlowpacific-aput1237-1,Aputai,aput1237,Aputai,apx,Papunesia,-7.84732,126.496,Austronesian,decimal,Russell Barlow,,0.07407407407407407,0.3448275862068966,
bowernnumerals-ArabPea,ArabanaPeake,arab1267,Arabana,ard,Australia,-28.705,135.449,Pama-Nyungan,restricted,Ezequiel Koile,"1, 2, 3, 4",0.024691358024691357,0.13793103448275862,
bowernnumerals-ArabEyr,ArabanaEyre,arab1267,Arabana,ard,Australia,-28.705,135.449,Pama-Nyungan,binary,Ezequiel Koile,"1, 2, 3, 2:2",0.024691358024691357,0.13793103448275862,
bowernnumerals-ArabWangkat,ArabanaWangkatyaka,arab1267,Arabana,ard,Australia,-28.705,135.449,Pama-Nyungan,binary,Ezequiel Koile,"1, 2, 3, 2:2",0.024691358024691357,0.13793103448275862,
bowernnumerals-Arab,Arabana,arab1267,Arabana,ard,Australia,-28.705,135.449,Pama-Nyungan,restricted,Ezequiel Koile,"1, 2, 3",0.024691358024691357,0.13793103448275862,
bowernnumerals-ArabStrang,ArabanaStrangway,arab1267,Arabana,ard,Australia,-28.705,135.449,Pama-Nyungan,binary,Ezequiel Koile,"1, 2, -, 2:2",0.018518518518518517,0.10344827586206896,
numerals-arab1268-1,"Arabela, Peru",arab1268,Arabela,arl,South America,-1.96126,-75.0612,Zaparoan,,Eugene Chan,"The above data were gathered in early 1960s. There were only two words for numbers with other few words for 'brothers', 'hands' and 'feet' for 3, 4, 5, 10, 15 and 20. When the researchers ( Mr. & Mrs. Eastman) asked the native speakers to answer a question that might elicit some other numbers, such as ''how many egg are in the bowl?'', the answer would be ''I don't know'' or ''I don't know how to count'', ''count'' being a Spanish loan word. Numbers beyond one or two didn't seem to be used in many contexts. Updated data by Mr. I-wen Lai said that they uses Spanish numbers after five, ''cinco, seis, etc.''. The data recorded by Lai were as followsː 1. núki:ka, 2. kúmi/kúːpɨ depending on the animacy. 3. sɨ:saramájɨːta:mi, 4. suwaramájɨːta:mi (suhuaramáj+taami/p+) animacy. For number 3 and 4, they actually literally means ""bad brother"" and ""good brother""! It has to do with their conceptualization of a pair being good and unpaired person being not good because he is lonely. This corresponds with how they count using their fingers! They pair up the fingers as they count: so the small finger pairs with the ring finger as they count 1 and 2, and the middle finger pairs with the index finger. So, the middle finger wouldn't be paired until the index finger is counted, which corresponds to the literal meanings of number 3 and 4 (bad brother and good brother). Of course, the use of number has been lexicalized so the native speakers were not able to tell us the original derivation of the number 3 and 4. It was after the lexical comparison and learning the local cultural value!",0.04938271604938271,0.27586206896551724,
numerals-arag1245-1,"Aragonese, Spain",arag1245,Aragonese,arg,Eurasia,42.4669,-0.00919,Indo-European,,Eugene Chan,,0.24691358024691357,1.0,
numerals-arak1252-1,"Araki, Vanuatu",arak1252,Araki,akr,Papunesia,-15.632997,166.952542,Austronesian,decimal,Russell Barlow,"Araki is a highly endangered language. Araki was reported in 'Ethnologue' still has 8 native speakers, it is progressively being replaced by the neighboring language of Tongoa. The rest of the population of Araki island have a passive knowledge of Araki language, Dr. Alex François said ( 2004) that only one fluent speaker left. Arkai language has a decimal system and some interesting ''Linguolabial'' or ''apicolabial'' sounds as happened in numbers 4 <v̼ari>, 5 <lim̼a> and 7 <haip̼iru>.",0.24074074074074073,1.0,
numerals-aral1243-1,"Aralle-Tabuluhan, Indonesia",aral1243,Aralle-Tabulahan,atq,Papunesia,-2.78397,119.319,Austronesian,decimal,Russell Barlow,Aralle-Tabuluhan has a decimal numeral system with special forms for 8 and 9.,0.24691358024691357,1.0,
barlowpacific-aral1243-1,Mambi,aral1243,Aralle-Tabulahan,atq,Papunesia,-2.78397,119.319,Austronesian,decimal,Russell Barlow,,0.10493827160493827,0.4827586206896552,
barlowpacific-aral1243-2,Tabulahan,aral1243,Aralle-Tabulahan,atq,Papunesia,-2.78397,119.319,Austronesian,decimal,Russell Barlow,,0.10493827160493827,0.4827586206896552,
barlowpacific-aram1253-3,Arammba (Kiriwa village),aram1253,Arammba,stk,Papunesia,-8.29593,141.445,Yam,senary,Russell Barlow,,0.07407407407407407,0.41379310344827586,
numerals-aram1253-1,"Arammba, Papua New Guinea",aram1253,Arammba,stk,Papunesia,-8.29593,141.445,Yam,senary,Russell Barlow,"The Arammba people has a six-base counting system belongs to counting and dividing yams. Each year after harvest they are put in yam houses for storage. This counting system is still meaningful also amoung young people that live in the village: apparently they know exactly how many yams are stored in their yam house. You can count up to 279.936 in Arammba. 1 - ngámbi 2 – yànbaru 3 - yenówe 4 - asàr 5 - tambnoy 6 - nimbo 1 group of six is called tàxwo 6 x 6 – feté 6 x 36(216) – tarumba 6 x tarumba(1296) –ndamno 6 x ndamno(7.776) – wermeke 6 x wermeke(46.656) – wi 6 x wi is called xàyo xusi this means bad smell (too many to eat so they rot?AB) After this they stop counting. Example: 5000 is in Arammba: 3(yenówe) ndamno + 5 (tambnoy) tarumba + 5(tambnoy) taxwo + 2(yànmbaro) (We used to put this in numbers in the translation. After we explained in the Arammba counting system how much it is, it made sense tot the translator. Arammba people know exactly how many yams are needed for example for a week long feast with all the villagers together (about a 1000 people)",0.06790123456790123,0.20689655172413793,
barlowpacific-aram1253-2,Parb,aram1253,Arammba,stk,Papunesia,-8.29593,141.445,Yam,senary,Russell Barlow,,0.030864197530864196,0.1724137931034483,
barlowpacific-aram1253-1,Nambu,aram1253,Arammba,stk,Papunesia,-8.29593,141.445,Yam,senary,Russell Barlow,,0.024691358024691357,0.13793103448275862,
barlowpacific-aran1237-1,Jaban-Arandai,aran1237,Dombano,jbj,Papunesia,-2.08016,132.983,South Bird's Head,quinary,Russell Barlow,,0.08641975308641975,0.41379310344827586,
numerals-aran1261-1,"Aranadan, Kerala, India",aran1261,Aranadan,aaf,Eurasia,11.35252,75.79538,Dravidian,decimal,Mamta Kumari,"Subtractive morphology (series of 9); Aranadan has a decimal system. Aranadan is an endangered Dravidian language spoken by several hundred people, predominantly in the Malappuram District of Kerala state, India. It is similar to Malayalam and Tamil, and also contains elements of the Kannada language. It is also known as Aranatanand Eranadans. The Aranadan numeral system is similar to that of Malayalam and Tamil.",0.25925925925925924,1.0,
numerals-arao1248-1,"Araona, Bolivia",arao1248,Araona,aro,South America,-12.4242,-67.7293,Pano-Tacanan,quinary,Eugene Chan,"The Araona have three different numeral systems: 1. A binary-quinary system, which only has number 'one' peaːda (the root pea means 'one' or 'other' and and number 'two' beta or few. 2. A quinary system listed on the above table. The counting system involves a quinary system from 'five' onwards. According to Heine (1997: 19), quinary systems have two base numbers, the cardinal numbers 'five' and 'twenty'. This implies that both hand(s) and feet are used in counting. The base numbers are most likely to be noun phrases. In the binary-quinary system of Araona, only 'twenty' is a noun phrase. The numeral 'five' is a clause translating as 'it is only one hand'. Acoording to Heine (1997) numerals between 'six' and 'nine', 'eleven' and 'fourteen', and 'sixteen' and 'nineteen' typically have clausal morphosyntax. Araona accords with Heine's predictions. The numerals from six to nine translate into 'this side (which is now used for counting) it is only one/two/three/four'. Numerals from eleven to fourteen are both phrasal and clausal literally translating into 'both hand (plus) its is only one/two/three/four'. Numerals from sixteen to nineteen translate into 'the foot on this side (now used for counting) it is only one/two/three/four'. The numeral ten is a clause literally meaning 'only both hands are finished' (that is the feet have not been used yet). This system is in line with Heine's prediction that the most common operation used in building numerals is addition, frequently expressed by means of the comitative ('with'). The system is in a way 'neater' that the binary-quinary one in that it spells out an arithmetic operation explicitly by using the comitative. All the numerals are noun phrases. In this system the hand is the only body part used for counting. Counting up to twenty is done by means of four hands, and no longer two hands and two feet. In contrast to the previous system, the word for 'four' is not detsekata but mipakata whose etymology is not opaque (see Table 11-3). In the quinary system the actual procedure of counting is accounted for. People only use their fingers (and not their toes) when demonstrating counting. The numeral 'five' refers to the thumb and not to the hand. To understand this, one needs to know how the Araona count. They start counting with the little finger (for 'one'), then the ring finger, the middle finger, the index finger, and finally the thumb for 'five'. Thus, the thumb equals the numeral 'five' and finishes off one quinary block. The meaning 'only' in ~kata 'Intens' meaning 'very/'only' results from the way in which counting procedes. Numerals from six to nine are expressed as 'thumb (hand) with one/two/three/four (fingers)'. The numeral 'ten' translates into 'both hands' and the numerals from 'eleven' to 'fourteen' into 'both hands with one/two/three/four'. The numeral 'fifteen' means 'three hands'. In the numerals from sixteen to 'nineteen' translate into 'three hands (only) with one/two/three/four'. 3. An Araona-Spanish system. 1. peaːda, 2.betakata, 3.kimiʃa, 4.kwatolo < Spanish cuatro, 5. siko < Sp. cinco, 6. sei < Sp. sei, 7. siete < Sp. siete, 8. otʃo < Sp. ocho, 9. noebe < Sp. nueve, 10. dyies < Sp. diez",0.12345679012345678,0.6896551724137931,
